text,label
Everton stand firm over striker bids EVERTON showed they would not be bullied into selling Wayne Rooney last night by rejecting a 23.5million bid from Newcastle - as Manchester United gamble on Goodison #39;s resolve to keep the striker.,Sports
Rival stent tops Taxus in study NEW YORK -- Results of a Korean study released yesterday show Cordis Corp.'s Cypher drug-coated stent outperformed Boston Scientific Corp.'s Taxus Express2 stent in a multicenter study.,Business
"Roddick in talks over new coach Andy Roddick is reportedly close to confirming US Davis Cup assistant Dean Goldfine as his new coach. Roddick ended his 18-month partnership with Brad Gilbert on Monday, and Goldfine admits talks have taken place.",Sports
New file system has long road to Windows Microsoft #39;s long-planned new file system is likely still many years away from being a part of the company #39;s server operating system.,Tech
Bill Overhauling Intelligence Faces Uncertain Fate in Senate The Senate opened a floor debate today and moved toward a final vote on a bill endorsed by 9/11 commission leaders.,Politics
"The Internet electric Will a new set of FCC rules for broadband over power lines bring the Internet to millions more homes? On Friday, proponents of broadband Internet service over power lines hailed a recent decision by the US",Tech
"MGM Mirage Profit Up on Las Vegas Tourism NEW YORK (Reuters) - Casino operator MGM Mirage &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MGG.N target=/stocks/quickinfo/fullquote""&gt;MGG.N&lt;/A&gt; on Wednesday reported higher third-quarter earnings as tourism and gambling at its Las Vegas resorts boomed.",Business
"BAE buys Pentagon contractor British defense firm BAE Systems has agreed to pay \$600 million (333.7 million pounds) for DigitalNet Holdings, a maker of secure Pentagon computer networks, the companies say in a weekend statement.",Business
Mets and Randolph Launch a New Era Willie Randolph walked into Shea Stadium on Thursday and was introduced as the first African-American manager of a major league team in New York.,Sports
"Pacers #39; Foster Activated From Injured List Indianapolis, IN -- Indiana Pacers center Jeff Foster was activated from the injured list Tuesday. He had missed the first 17 games of the season after undergoing hip surgery in October.",Sports
"Hotmail to wean users from free export tool As many as 18 million Hotmail subscribers will be weaned Monday from a free service that lets them export e-mail to another mail client, under Microsoft MSN #39;s new spam-fighting plan.",Tech
"Cingular reaches deal with DOJ on AT amp;T Wireless takeover OCTOBER 25, 2004 (IDG NEWS SERVICE) - Cingular Wireless LLC will divest itself of wireless customers and other assets in 13 US markets as a requirement for its \$41 billion acquisition of AT amp;T Wireless Services Inc.",Business
"US #39;defector #39; to turn himself in Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.",Politics
"AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld.",Business
Blair: Don #39;t write people off at 65 The Prime Minister has waded into the pensions crisis by calling for people not to be quot;written off quot; at the age of 65. He was speaking ahead of a long-awaited official report which is expected to show a multi,Business
Aston Villa charged over Beattie approach Aston Villa have been charged with allegedly making an illegal approach for Southampton striker James Beattie. The Premier League said on Tuesday the charge relates to comments made by Aston,Sports
Newspapers Should Really Worry It's no secret that the internet threatens the newspaper business. But there's increasing evidence that young people are dumping print in favor of screens at a faster clip than anyone suspected. Commentary by Adam L. Penenberg.,Tech
Chinese official moved as Hu consolidates power China #39;s Communist Party chief Hu Jintao moved a close political ally out of a problem-plauged province on Monday and analysts say he will make more personnel changes as he continues to consolidate power.,Politics
Falcons' Michael Vick Throwing Hand Numb (AP) AP - Dallas receiver Keyshawn Johnson broke his left ankle in the second quarter of the Cowboys' game against the New York Giants on Sunday night.,Sports
"Stock Options Expensing Postponed Accounting standards setters yesterday agreed to give companies six more months to comply with a plan that would require them to treat stock options as an expense, cheering both overburdened businesses and lobbyists trying to scuttle the plan.",Business
"Cricket: England players' dismay England's players claim to have been used as ""political pawns"" over the Zimbabwe tour crisis.",Politics
"Telecom Italia to Buy Rest of Mobile Unit, People Say (Update2) Telecom Italia SpA, Italy #39;s largest phone company, plans to buy the 44 percent of wireless unit Telecom Italia Mobile SpA it doesn #39;t already own, a stake with a market value of about",Business
"SEC Leaves Google Waiting on IPO Go Ahead NEW YORK/WASHINGTON (Reuters) - US regulators on Tuesday did not give Google Inc. the green light it needs to price its initial public offering, extending the wait for the Web search giant #39;s eagerly anticipated market ...",Business
Darfur peace talks hobble along amid bitter disputes over security (AFP) AFP - Delegates at peace talks to end a conflict in Sudan's western Darfur region traded bitter accusations of ceasefire violations as African Union mediators battled to keep the conference on track.,Politics
Another arrest in van Gogh murder AMSTERDAM: Police have detained another suspect in relation to the killing of Dutch film-maker Theo van Gogh. They have also arrested two other men who are accused of calling for the beheading of an anti-immigration politician.,Politics
"Dania Beach woman #39;s holy sandwich sells for \$28,000 The grilled cheese sandwich that launched a thousand or more eBay hits was sold to the highest bidder Monday for \$28,000. The sandwich, said to bear the image of the Virgin Mary, was first offered up for sale",Tech
"Oil prices up on Yukos woes NEW YORK -- Oil prices broke above \$46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil.",Business
"Ill., Mich. Want New Federal Isotope Lab Like most of us, politicians don #39;t know much about isotopes. But because they know something about money and jobs, lawmakers from Illinois and Michigan are locked in a battle",Tech
"Study May ID Source of Vioxx Problem Nov. 11, 2004 -- A private research team claims to have identified a unique action of the painkiller Vioxx, which is independent of its anti-inflammatory action, that might explain why it #39;s linked to heart",Business
"Bosnia refugee returns reach one million - UN One million Bosnians, about 45 percent of those who fled during the 1992-5 war, have returned to their homes, the UN refugee agency said on Tuesday.",Politics
"China Aviation Oil Says Still in Business The main supplier of jet fuel to China is continuing to do business despite a criminal investigation of its US\$550 million (euro414 million) in losses on derivative trading, the company said.",Business
"21 killed, 96 hurt in Iraq car bombings BAGHDAD - Insurgents detonated two car bombs at the gates of the main US-Iraqi headquarters here and near major hotels yesterday, killing at least 21 people and wounding 96.",Politics
"Pederson has back injury, broken rib Barring unexpected complications from the concussion Brett Favre suffered Sunday, the Packers will have their starting quarterback in the lineup for their Monday night game against the Titans.",Sports
"Russian mishap threatens launch schedule The explosion of a small separation bolt aboard the Soyuz spaceship now being prepared for a trip to the international space station may delay that launch for five or 10 days, Russian",Tech
"Report: Artest Suspended for 30 Games (Reuters) Reuters - According to a broadcast\report, the NBA has suspended Indiana's Ron Artest for 30 games\and teammates Stephen Jackson and Jermaine O'Neal 20 games\apiece for their part in a brawl between the Pacers and the\Pistons on Friday night.",Sports
NL notables Montreal's Tony Armas Jr. was a late scratch for his start at Philadelphia because of tendinitis in his right shoulder.,Sports
"Limited Brands Quarterly Earnings Fall (AP) AP - Fashion retailer Limited Brands Inc.'s third-quarter earnings fell 40 percent because of fewer one-time gains, the company reported Thursday.",Business
Door open for silicon replacement A breakthrough in the way scientists make crystals could lead to a replacement for silicon in electronic devices.,Tech
"Euro Disney Eyes \$180 Mln 'Tower of Terror'-Source PARIS (Reuters) - Euro Disney wants to use part of a planned rights issue to build a gut-wrenching new ""Tower of Terror"" ride that could cost some 150 million euros (\$182.2 million), sources familiar with the situation said.",Tech
"Sprint buys Breeders Cup sponsor Nextel for \$35-billion Sprint Corp. is to acquire Nextel Communications Inc., title sponsor of the Breeders Cup Distaff (G1), in a \$35-billion deal that will create the nations third-largest wireless telephone service provider",Business
Canadians protest against Bush visit THOUSANDS of Canadians have taken to the streets in protest as US President George Bush began his first official visit to the country.,Politics
"Brazilian Soldier Wounded in Haiti Unrest &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Joseph Guyler Delva&lt;/p&gt;&lt;p&gt; GONAIVES, Haiti (Reuters) - A Brazilian soldier with theU.N. peacekeeping force in Haiti was shot and wounded Saturdaywhen peacekeepers and local police faced gunfire in a crackdownon armed gangs in the Haitian capital.&lt;/p&gt;",Politics
Sharon contacts Labor on govt coalition Israeli Prime Minister Ariel Sharon has approached the opposition Labor party with a tentative offer to join his coalition in hopes of avoiding early elections and saving his Gaza withdrawal plan.,Politics
"Cingular works to certify Audiovox smart phone for its network Cingular Wireless LLC is testing Audiovox #39;s Windows Mobile smart phone for use on its network, a move indicative of the complications surrounding the carrier #39;s combination with AT amp;T Wireless Services Inc.",Business
"No go for Mitsubishi Fuso buses because of faulty seats TOKYO - Japan #39;s Transport Ministry has urged bus operators across the country to idle all buses made by scandal-hit Mitsubishi Fuso Truck and Bus Corporation, after passengers were injured by faulty seats that suddenly broke away from the floor.",Business
IPod Helps Lift Apple #39;s Fourth-Quarter Profit Apple Computer Inc. reported yesterday that profit in its fourth fiscal quarter jumped 140 percent from the comparable quarter last year.,Tech
"Ganguly pays price for slow play CALCUTTA, India -- India captain Sourav Ganguly has been banned for two Tests for his team #39;s slow over-rate in Saturday #39;s defeat against Pakistan, match-referee Clive Lloyd said on Sunday.",Sports
"American, three other foreigners kidnapped in Baghdad; Baghdad &lt;b&gt;...&lt;/b&gt; Militants kidnapped an American and three other foreigners in a bloody assault on their office in the capital Monday, and gunmen assassinated",Politics
US Air Pilots to Vote on Pay-Cut Proposal WASHINGTON (Reuters) - Bankrupt US Airways took a crucial step toward securing \$300 million in concessions from its pilots union late on Tuesday when leaders of the labor group said they would forward a plan to cut wages and benefits to all pilots for a vote.,Business
"Norway Fails to Break Deadlock to Revive Sri Lanka Peace Talks Norway, which brokered a cease-fire between the Sri Lanka government and the rebel Liberation Tigers of Tamil Eelam, failed to break the deadlock to revive peace talks key to the South Asian island #39;s economic growth.",Politics
"Don #39;t blame Manuel, yet You walk around feeling like your team is messing this up, that they #39;re doing it wrong, that the Phillies are doomed to unending futility - even when they do something right.",Sports
Mahathir #39;frustrated #39; with party corruption Former Prime Minister Mahathir Mohamad said he was utterly frustrated that the Malay party he helped develop into Malaysia #39;s dominant political force had become riddled with corruption and bribery.,Politics
"International charity CARE closes Iraq operations AMMAN, Oct 28 (AFP) - The international charity CARE has shut down its operations in Iraq following the abduction last week of its director there, Briton Margaret Hassan, spokesman Arnoud Hekkens said in Jordan Thursday.",Politics
"Movie Studios to Sue Internet File Traders Taking a cue from the music industry, film studios and the Motion Picture Association of America said on Thursday that they were readying the first lawsuits against people",Tech
"Pinochet Loses Immunity in Chile Chile's Supreme Court yesterday stripped former dictator Augusto Pinochet of immunity from prosecution, paving the way for possible trials of the 88-year-old general on charges of human rights abuses during his 17-year rule.",Politics
"Who goes there? Remembering all your passwords and keeping your computer safe is not easy these days. We offer some top tips to help you out. If you #39;ve ever lost, misplaced or forgotten the keys to your home, you #39;ll know how much of an inconvenience it can be.",Tech
Yankees beat Twins 6-to-5 The New York Yankees beat the Twins 6-to-5 Saturday to advance to the AL Championship. They will play the Boston Red Sox. Ruben Sierra hit a three-run homer in the eighth inning.,Sports
"Shoppers still frugal lot The quartet, of course, represents the four hurricanes that raked across Florida in late August and the first half of September -- storms blamed for death, destruction and a dampening of retail sales as well.",Business
Mauresmo makes waves at Advanta VILLANOVA - The difference between Amelie Mauresmo and Vera Zvonareva in the WTA rankings is less than 10 places. The difference between Mauresmo and Zvonareva on the court is considerably wider.,Sports
"Spurred by Illness, Indonesians Lash Out at U.S. Mining Giant Newmont Mining Corporation, the world's biggest gold producer, has been trailed by allegations of pollution.",Tech
"Marathon gatecrasher given suspended sentence A Greek court has given a former Irish priest a suspended 12-month jail sentence and a 3,000 euro (2,000 pound) fine for pushing a leading Olympic marathon runner off the road, a court source says.",Sports
"Amazon UK starts DVD Rentals The worlds most popular online shopping store Amazon has launched DVD rentals on their UK based portal. In addition, to lure customers they are offering an early bird discount of 10 to the members on DVD purchased from the website.",Tech
Viewpoint Search Tool and Avon Team to Battle Breast Cancer Viewpoint Search Tool and Avon Team to Battle Breast Cancer\\Graphical search engine toolbar Viewpoint is working with the Avon Foundation to create and distribute a custom search toolbar that promotes the Avon Foundation Breast Cancer Crusade. The program will give the Foundation access to a new source of funding as ...,Tech
"Newfound Comet Set for Winter Display (SPACE.com) SPACE.com - Donald Machholz of Colfax, \ California, an optician who has been interested in astronomy since age eight, \ discovered nine comets from 1978 through 1994. He has since spent 1,457 hours \ scanning the skies for other comets, without any luck.",Tech
"NL notables Houston's Roger Clemens (18-4) isn't scheduled to make another start before the end of the regular season, but has suggested he'd like to pitch in the regular-season finale against Colorado Sunday.",Sports
"From Spam To Lacrosse, A Day for The Books (washingtonpost.com) washingtonpost.com - New laws aimed at prosecuting big-time Internet spammers, helping small businesses and elevating lacrosse to the status of ""state team sport"" will become effective today in Maryland.",Tech
"Call for bandit death inquiry A leading human rights group in India questions why police had to kill the country's most notorious bandit, Veerappan.",Politics
"Elephant Dung Helps Track Smuggled Ivory - Study (Reuters) Reuters - Using elephant dung and skin\samples, researchers said they were able to make a map of\elephant DNA that could help track down ivory poachers.",Tech
"Viral movies possible with RealPlayer flaw A software slipup in RealNetworks' music player means that Windows, Mac and Linux computers could be compromised by a movie.",Tech
"US blue chips fall as oil prices rise, but Apple lifts Nasdaq NEW YORK : US blue chips ended lower on Monday on higher oil prices and an analyst downgrade of pharmaceutical giant Pfizer; but techs managed a small gain, helped by an upgrade for Apple Computer.",Business
"Election is turning into a duel of the manly men (USATODAY.com) USATODAY.com - Political analysts say they've never seen anything quite like the tough-guy competition between President Bush and Massachusetts Sen. John Kerry. They point to two reasons: millions of hunters and fishermen live in the battleground states each candidate needs to win, and voters everywhere are haunted by 9/11.",Politics
"Regulation of Credit Rating Examined Expressing impatience with the Securities and Exchange Commission, lawmakers said in a hearing yesterday that they will act to force stronger oversight of the influential credit rating business if the agency doesn't soon move on its own.",Business
"Milosevic War Crimes Trial Resumes The defense of Slobodan Milosevic resumed Tuesday, even as an appeals panel of the U.N. war crimes tribunal considered the former Yugoslav president's request to fire his court-appointed lawyer and let him represent himself again.",Politics
"SUN 61, LIBERTY 51 Balanced Sun Knocks Liberty Off-Balance ith five minutes left in Game 1 of the Eastern Conference finals last night at Madison Square Garden, the Connecticut Sun had the Liberty down, if not out.",Sports
"FCC Proposes \$1.2M Indecency Fine for Fox WASHINGTON - Federal regulators proposed a record indecency fine of nearly \$1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America."" The Federal Communications Commission cited the network for the April 7, 2003, program, which included scenes from Las Vegas bachelor and bachelorette parties featuring strippers and various sexual situations...",Politics
"Breeding Captive Elephants Is Difficult (AP) AP - Elephants in zoos are living as long as those in the wild, but their population in captivity is dwindling because it is so difficult to breed them, according to studies released Friday.",Tech
"Putin fires North Ossetia interior minister, regional FSB head (AFP) AFP - President Vladimir Putin sacked the interior minister of North Ossetia and the regional head of the FSB security service, one week after the massacre at a school in the republic, the Kremlin press service said.",Politics
"Pakistani Jets Attack Militant Hideouts Pakistani jets on Thursday pounded a suspected training facility for foreign militants in a tribal area near the border with Afghanistan, senior intelligence and military officials said.",Politics
"Delta Up on Financing, Analyst Upgrades CHICAGO (Reuters) - Shares of Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; jumped 21 percent on Tuesday, as Wall Street analysts said the possibility of a near-term bankruptcy diminished with the carrier securing additional financing and intensifying concession talks with its pilots.",Business
"Stocks Slip on Oil, Dow Falls Below 10,000 NEW YORK - Oil prices reached a new high and sent stocks lower Monday, pushing the Dow Jones industrials back below 10,000. But with trading on Wall Street light and losses only moderate, investors seemed to be coming to terms with near-\$50 per barrel crude...",Politics
"Stocks Drop on \$49 Oil, Slowing Economy NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday to nearly a five-week low as crude oil touched \$49 a barrel, close to the record set last month, and a key gauge of future economic activity fell for a third straight month.",Business
"Irish botch chance to hire Meyer Doesn #39;t anyone watch The Apprentice? The Donald drove home the point Thursday night that you never underestimate your enemy, and that #39;s precisely what Notre Dame did apparently assuming it could low-ball Meyer",Sports
Brockton has its lines down pat Brockton reached the postseason by controlling the line of scrimmage and it wasn't about to change its game plan.,Sports
"Oracle Q1 net up 16 Net income in the fiscal first-quarter rose to \$509 million, from \$440 million a year earlier, while revenue rose seven percent to \$2.",Business
Tournament doctor thinks Clijsters #39; injury could threaten career Former No. 1 Kim Clijsters #39; latest left wrist problem is a new injury that is expected to end her season but probably won #39;t require surgery.,Sports
"Modern technology for an ancient sport One sport that relies increasingly on GPS technology is horseback riding ( quot;Space-age sport, quot; Aug. 16). Horseback riders who practice trail riding for pleasure, or the more demanding cross country sports, are beginning to use GPS in large numbers.",Business
"Baseball #39;s image getting Creamed it #39;s the sport that won #39;t die, no matter what. You can have gamblers, psychotic fans, spouses that blab and players who cork.",Sports
Apathy grows as lockout enters second week Peter Forsberg signs with MoDo of the Swedish Elite League while Rick Nash and Joe Thornton have an auspicious debut with HC Davos of the Swiss Elite League.,Sports
"Corning Plans to Take 3Q Charges of \$2.8 Billion to \$2.9 Billion CORNING, NY -- Corning Inc. (GLW) plans to record \$2.8 billion to \$2.9 billion in noncash charges in the third quarter to impair goodwill and investments in its struggling telecommunications segment and establish a deferred-tax valuation allowance.",Business
"Fiat, GM to Start Mediation Over Option MILAN (Reuters) - The heads of Fiat SpA and General Motors Corp. will meet face to face in a last-ditch attempt to avoid litigation over whether the Italian group still has the right to sell its loss-mired carmaking arm to GM.",Business
"UPS to acquire Menlo Worldwide Forwarding Palo Alto-based CNF Inc. says it #39;s selling its Menlo Worldwide Forwarding business to United Parcel Service, Inc., of Atlanta, Ga.",Business
"Woman believed to be 1st to walk around Australia strides back to hometown (Canadian Press) Canadian Press - MELBOURNE, Australia (AP) - A 36-year-old businesswoman was believed to be the first woman to walk around Australia on Friday after striding into her hometown of Melbourne to complete her 16,700-kilometre trek in 365 days.",Politics
"Life ban for Chanu, Pratima Kumari Weightlifters Pratima Kumari, Sanamacha Chanu, S Sunaina and coach Pal Singh Sandhu have been banned for life, Indian Olympic Association President Suresh Kalmadi announced in New Delhi on Wednesday.",Sports
New German Mobile Phone to Detect Bad Breath (Reuters) Reuters - A German telecommunications company said\on Tuesday it is developing the first mobile phone that will\alert users when their breath is bad or if they are giving off\offensive smells.,Tech
"US to support democracy WASHINGTON, Sept 18: The United States has said that it would reiterate its support for a #39;fully functioning #39; democracy in Pakistan if the issue of President Pervez Musharraf keeping or giving",Politics
Tiger #39;s ranking on line THE tournament result is almost a sideshow as Tiger Woods and Vijay Singh slug it out for the world #39;s No.1 ranking in the final round of the \$US5million (\$7.,Sports
German bank customers victims of phishing FRANKFURT: German banks Postbank and Deutsche Bank said Monday that their customers had been recent victims of Internet fraud via copycat websites.,Tech
"Ch #225;vez declares referendum victory, but is battle over? With record turnout, Venezuela's president survives a recall vote, but opponents claim fraud.",Politics
"College Notebook: Ole Miss to hire coach Mississippi has hired Southern California assistant Ed Orgeron to coach the Rebels, Orgeron #39;s father told The Associated Press yesterday.",Sports
"Dollar Jumps as the G7 Fades The dollar surged against the euro, yen and Swiss franc on Monday as, with a Group of Seven rich nations meeting out of the way, the greenback was free to join a wave of optimism about the US economy.",Business
Oil Back Up to \$55 on US Winter Stocks LONDON - Oil prices charged back up to \$55 a barrel this week as a fresh fall in US heating oil stocks stoked worries over winter supplies.,Business
Apple iTunes 'overcharging in UK' The Office of Fair Trading refers Apple's iTunes service to the European Commission on the grounds that it over-charges UK customers.,Business
"2 telltale signs that show it #39;s time to dump a stock The last time I looked, shares of discount retailer 99 Cents Only were trading at \$14 or so, down around 60 percent from their summer 2003 mid- \$30 trading range.",Business
'Dream Team' Out of Gold Race After Loss to Argentina ATHENS (Reuters) - The U.S. men's basketball team was beaten by Argentina and booed off the court by the crowd on Friday as it was denied an Olympic gold medal for the first time since 1992 when NBA players started competing.,Sports
"Administration ignores global warming warnings Yes, we know you don #39;t like that news, but it #39;s science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was",Tech
The Money Man Alan greenspan #39;s official title is Chairman of the US Federal Reserve. But he functions as something akin to America #39;s economic Prognosticator in Chief.,Business
"Iraq #39;s top cleric arrives in Najaf on peace mission as a mortar &lt;b&gt;...&lt;/b&gt; By Abdul Hussein Al-Obeidi, Associated Press, 8/26/2004 08:16. NAJAF, Iraq (AP) Iraq #39;s top Shiite cleric made a dramatic return to Najaf at the head of a massive convoy Thursday hoping to end three weeks of",Politics
Word From on High: Jam Cell Calls Four churches in Mexico have unobtrusively installed Israeli-made cell-phone jammers to thwart those who don't seem to understand they should turn the thing off in during services or weddings. They're not the only ones in the world to do it.,Tech
"Standard Chartered Is Chosen as Preferred Bidder for Permata Standard Chartered Plc, a UK bank that makes two-thirds of its profit in Asia, will start talks to buy a 51 percent stake in PT Bank Permata, Indonesia #39;s seventh- largest lender, after being named the preferred bidder.",Business
"Update 12: Bargain Shoppers Get Early Holiday Start Bargain shoppers, many of them braving chilly temperatures, woke up before dawn to head for the nation #39;s malls and stores Friday, the official beginning of the holiday shopping season, hoping to take advantage of early bird specials on a range of items",Business
"China wants Canada to hand over North Koreans who stormed embassy (Canadian Press) Canadian Press - BEIJING (CP) - China urged the Canadian Embassy on Thursday to hand over 44 possible North Korean asylum-seekers, while officials said nine North Koreans who entered a U.S. school in Shanghai had been handed over to Chinese police.",Politics
"Abbey top job for Santander man The new owners of Abbey National, Banco Santander Central Hispano, yesterday appointed their own man to head up their 9.1bn acquisition and pledged not to close any of Abbey #39;s 740 branches.",Business
"services will make cash flow, says Vodafone Vodafone, the world #39;s largest mobile phone company, believes it can generate an extra 2.5 billion in cash every year by reducing costs and getting customers to spend more on their phones.",Business
"Egypt, Israel Ink Trade Deal with US Israel, Egypt, and the United States signed a trade agreement that a senior US official called the most significant trade pact between Egypt and Israel in the past 20 years.",Politics
"Spyware Legislation To Take Effect Jan. 1 Some experts doubt whether the California law will have much impact on illegal spyware activity. By George V. Hulme. A new California law aimed at curbing spyware, software applications that surreptitiously",Tech
"IBM looks to restore iSeries' 'luster' At a gathering of hundreds of iSeries users at at Common's Fall 2004 conference in Toronto, IBM officials agreed with users that the company needs to push the system's viability and versatility more.",Tech
"Van Nistelrooy, Ferguson, Daum, Giggs lead the praise for hat &lt;b&gt;...&lt;/b&gt; Ruud van Nistelrooy and Alex Ferguson led the praise for Wayne Rooney #39;s three-goal debut performance for Manchester United. Van Nistelrooy, who set up the first of Rooney #39;s goals in Tuesday night #39;s",Sports
"Body of Egyptian Hostage Found in Iraq - Police BAGHDAD (Reuters) - The body of an Egyptian who was kidnapped in Iraq last month has been found in northern Iraq, Iraqi police said on Sunday.",Politics
"Vauxhall Ellesmere Port Workers Facing Lay Offs LONDON, October 19 /PRNewswire/ -- Workers at the Vauxhall plant in Ellesmere Port, Merseyside are facing lay off tomorrow following strike action taken at the Bochum plant in Germany over the job losses announced there last week.",Business
"Dollar Slumps Broadly, More Losses Seen NEW YORK (Reuters) - The dollar stumbled on Friday as persistent concerns over the U.S. economy and comments throughout the week from European Central Bank and Federal Reserve officials allowed the currency no respite.",Business
"Cisco expands router offerings with BCN buy Cisco Systems today confirmed that it has signed a definitive agreement to acquire privately held BCN Systems, a Californian networking software design firm.",Tech
White House Rejects Trade Case Vs. China (AP) AP - The Bush administration on Friday rejected a request from 30 members of Congress that it bring a World Trade Organization case against China charging the Asian nation with manipulating its currency to gain unfair trade advantages against the United States.,Politics
"Durham provides Dark Blues masterclass Oxford, the pre-match favourites, reclaimed the MMC Trophy in one of the better Varsity matches for some time here yesterday. But this, the 123rd staging of the annual amateur",Sports
"Frances Damages NASA Space Center (AP) AP - Hurricane Frances did more damage to the Kennedy Space Center than any other storm in history, tearing an estimated 1,000 exterior panels from the Vehicle Assembly Building and leaving a checkerboard of holes, officials said Monday.",Tech
"Disney 4Q Earnings Rise to \$516 Million Walt Disney Co. said Thursday that profit jumped 24 percent in the fiscal fourth quarter, driven by growth at its television networks, theme parks and consumer products businesses.",Business
Qantas Says British Airways Sold Stake Qantas said Thursday that British Airways has sold its 18.25 percent stake in the Australian carrier at 3.28 Australian dollars (US\$2.,Business
"By: DEBRA COTTERILL, Family and Consumers Sciences Agent Mason &lt;b&gt;...&lt;/b&gt; Many people who have never bounced a check in their life could soon bounce their first check if they write checks to pay bills a couple of days before their paycheck is deposited into their checking account.",Business
"Halliburton says profit in Iraq is weak HOUSTON Halliburton, the oil services company once run by Dick Cheney, the US vice president, reported on Tuesday a quarterly loss and only meager pickings from its vast operations in Iraq.",Business
ETA lets off small bombs in seven Spanish cities On the anniversary of the Spanish Constitution yesterday ETA let off seven small explosive devices in as many Spanish cities. The blasts took place almost simultaneously at around 13.30 hours in Santillana,Politics
Target getting bum rap for ending #39;ringer #39; favoritism Target Corp. is being treated as the Grinch who stole Christmas because it bent its rules to play Santa Claus for Salvation Army bell-ringers for years -- to the tune of about \$9 million a year.,Business
